test_day,train_start_day,train_end_day,variant,events,pair_net_15m_bps,pair_net_max_15m_bps,pair_win_15m,pair_win_max_15m,gap_close_15m_bps
2025-11-27,2025-10-28,2025-11-26,active_state_top_quantile,53.0,5.767395714830653,17.740799390086668,0.660377358490566,1.0,13.767395714830656
2025-11-27,2025-10-28,2025-11-26,active_model_top_quantile,48.0,16.42778722818379,36.829330716391446,0.7916666666666666,1.0,24.42778722818379
2025-11-28,2025-10-29,2025-11-27,active_baseline,105.0,8.788412339091742,23.787793749671895,0.7142857142857143,1.0,16.788412339091742
2025-11-28,2025-10-29,2025-11-27,active_state_top_quantile,43.0,8.135627962595738,21.542425519676392,0.6744186046511628,1.0,16.135627962595734
2025-11-28,2025-10-29,2025-11-27,active_model_top_quantile,42.0,16.000330209447352,37.9160390194183,0.7857142857142857,1.0,24.000330209447352
2025-11-29,2025-10-30,2025-11-28,active_baseline,106.0,9.414134211903383,24.60308060424361,0.7452830188679245,1.0,17.414134211903384
2025-11-29,2025-10-30,2025-11-28,active_state_top_quantile,42.0,9.88510511138367,25.984653763124264,0.8333333333333334,1.0,17.88510511138367
2025-11-29,2025-10-30,2025-11-28,active_model_top_quantile,45.0,15.935626922962152,37.860843151615505,0.7777777777777778,1.0,23.935626922962147
2025-11-30,2025-10-31,2025-11-29,active_baseline,107.0,9.05025721498991,24.215499813860244,0.7476635514018691,1.0,17.050257214989912
2025-11-30,2025-10-31,2025-11-29,active_state_top_quantile,43.0,9.813328216514702,23.179392108652724,0.7906976744186046,1.0,17.813328216514705
2025-11-30,2025-10-31,2025-11-29,active_model_top_quantile,56.0,14.727069599102716,31.43347908956037,0.8392857142857143,1.0,22.72706959910272
2025-12-01,2025-11-01,2025-11-30,active_baseline,118.0,9.186384335010189,26.86417219608551,0.7288135593220338,1.0,17.18638433501019
2025-12-01,2025-11-01,2025-11-30,active_state_top_quantile,39.0,4.192231231151961,19.478275001232994,0.6410256410256411,1.0,12.192231231151958
2025-12-01,2025-11-01,2025-11-30,active_model_top_quantile,67.0,14.933020492992483,36.70246462222186,0.835820895522388,1.0,22.933020492992483
2025-12-02,2025-11-02,2025-12-01,active_baseline,105.0,9.200641238581238,27.30747077623355,0.7333333333333333,1.0,17.200641238581238
2025-12-02,2025-11-02,2025-12-01,active_state_top_quantile,44.0,7.0681250305661045,25.79687198644533,0.6818181818181818,1.0,15.068125030566103
2025-12-02,2025-11-02,2025-12-01,active_model_top_quantile,57.0,14.831877354579884,36.00443092846093,0.7719298245614035,1.0,22.831877354579877
2025-12-03,2025-11-03,2025-12-02,active_baseline,92.0,10.871533489654256,28.94926907357611,0.8043478260869565,1.0,18.871533489654258
2025-12-03,2025-11-03,2025-12-02,active_state_top_quantile,45.0,13.532400931957177,26.288113775644682,0.9111111111111111,1.0,21.532400931957177
2025-12-03,2025-11-03,2025-12-02,active_model_top_quantile,44.0,18.515537253645245,40.207786464354,0.9318181818181818,1.0,26.515537253645245
2025-12-04,2025-11-04,2025-12-03,active_baseline,117.0,5.07523233439994,23.747893476158186,0.7521367521367521,0.9914529914529915,13.075232334399944
