a,b,c,cancel_delay_s,fee_model,slip_entry_bp,slip_exit_bp,split,n_signals,n_trades,trigger_rate,net_mean_bp,net_median_bp,net_total_bp,gross_mean_bp,pf,hit_rate_tp,pct_sl,pct_time,pct_double,max_dd_bp,p5_net_bp,p95_net_bp,weeks_positive,weeks_total,mean_time_to_entry_min,mean_time_in_trade_min,mean_MAE_bp,mean_MFE_bp
1.5000,3,1.5000,0,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,60,M,0,0,test_fwd,1601,30,0.0187,114.2259,-38.2713,3426.7758,133.9592,1.6146,0.0333,0.0667,0.9000,0.0000,-2288.5041,-617.2107,1875.9792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,60,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,60,M,5,5,test_fwd,1601,30,0.0187,104.3092,-48.2713,3129.2758,133.9592,1.5456,0.0333,0.0667,0.9000,0.0000,-2368.5041,-627.2107,1867.1042,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,60,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,60,M,10,10,test_fwd,1601,30,0.0187,94.3925,-58.2713,2831.7758,133.9592,1.4793,0.0333,0.0667,0.9000,0.0000,-2448.5041,-637.2107,1858.2292,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,60,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,60,T,0,0,test_fwd,1601,30,0.0187,113.9592,-38.2713,3418.7758,133.9592,1.6132,0.0333,0.0667,0.9000,0.0000,-2288.5041,-617.2107,1872.3792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,60,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,60,T,5,5,test_fwd,1601,30,0.0187,103.9592,-48.2713,3118.7758,133.9592,1.5437,0.0333,0.0667,0.9000,0.0000,-2368.5041,-627.2107,1862.3792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,60,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,60,T,10,10,test_fwd,1601,30,0.0187,93.9592,-58.2713,2818.7758,133.9592,1.4771,0.0333,0.0667,0.9000,0.0000,-2448.5041,-637.2107,1852.3792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,60,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,300,M,0,0,test_fwd,1601,30,0.0187,114.2259,-38.2713,3426.7758,133.9592,1.6146,0.0333,0.0667,0.9000,0.0000,-2288.5041,-617.2107,1875.9792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,300,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,300,M,5,5,test_fwd,1601,30,0.0187,104.3092,-48.2713,3129.2758,133.9592,1.5456,0.0333,0.0667,0.9000,0.0000,-2368.5041,-627.2107,1867.1042,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,300,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,300,M,10,10,test_fwd,1601,30,0.0187,94.3925,-58.2713,2831.7758,133.9592,1.4793,0.0333,0.0667,0.9000,0.0000,-2448.5041,-637.2107,1858.2292,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,300,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,300,T,0,0,test_fwd,1601,30,0.0187,113.9592,-38.2713,3418.7758,133.9592,1.6132,0.0333,0.0667,0.9000,0.0000,-2288.5041,-617.2107,1872.3792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,300,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,300,T,5,5,test_fwd,1601,30,0.0187,103.9592,-48.2713,3118.7758,133.9592,1.5437,0.0333,0.0667,0.9000,0.0000,-2368.5041,-627.2107,1862.3792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,300,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,1.5000,300,T,10,10,test_fwd,1601,30,0.0187,93.9592,-58.2713,2818.7758,133.9592,1.4771,0.0333,0.0667,0.9000,0.0000,-2448.5041,-637.2107,1852.3792,4,4,867.3667,528.1667,-312.0749,579.6013
1.5000,3,1.5000,300,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,0,M,0,0,test_fwd,1601,30,0.0187,130.8315,-38.2713,3924.9443,150.5648,1.7730,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1875.9792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,0,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,0,M,5,5,test_fwd,1601,30,0.0187,120.9148,-48.2713,3627.4443,150.5648,1.6926,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1867.1042,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,0,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,0,M,10,10,test_fwd,1601,30,0.0187,110.9981,-58.2713,3329.9443,150.5648,1.6155,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1858.2292,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,0,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,0,T,0,0,test_fwd,1601,30,0.0187,130.5648,-38.2713,3916.9443,150.5648,1.7715,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1872.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,0,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,0,T,5,5,test_fwd,1601,30,0.0187,120.5648,-48.2713,3616.9443,150.5648,1.6905,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1862.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,0,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,0,T,10,10,test_fwd,1601,30,0.0187,110.5648,-58.2713,3316.9443,150.5648,1.6131,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1852.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,0,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,60,M,0,0,test_fwd,1601,30,0.0187,130.8315,-38.2713,3924.9443,150.5648,1.7730,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1875.9792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,60,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,60,M,5,5,test_fwd,1601,30,0.0187,120.9148,-48.2713,3627.4443,150.5648,1.6926,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1867.1042,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,60,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,60,M,10,10,test_fwd,1601,30,0.0187,110.9981,-58.2713,3329.9443,150.5648,1.6155,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1858.2292,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,60,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,60,T,0,0,test_fwd,1601,30,0.0187,130.5648,-38.2713,3916.9443,150.5648,1.7715,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1872.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,60,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,60,T,5,5,test_fwd,1601,30,0.0187,120.5648,-48.2713,3616.9443,150.5648,1.6905,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1862.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,60,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,60,T,10,10,test_fwd,1601,30,0.0187,110.5648,-58.2713,3316.9443,150.5648,1.6131,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1852.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,60,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,300,M,0,0,test_fwd,1601,30,0.0187,130.8315,-38.2713,3924.9443,150.5648,1.7730,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1875.9792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,300,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,300,M,5,5,test_fwd,1601,30,0.0187,120.9148,-48.2713,3627.4443,150.5648,1.6926,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1867.1042,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,300,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,300,M,10,10,test_fwd,1601,30,0.0187,110.9981,-58.2713,3329.9443,150.5648,1.6155,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1858.2292,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,300,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,300,T,0,0,test_fwd,1601,30,0.0187,130.5648,-38.2713,3916.9443,150.5648,1.7715,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1872.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,300,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,300,T,5,5,test_fwd,1601,30,0.0187,120.5648,-48.2713,3616.9443,150.5648,1.6905,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1862.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,300,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.0000,300,T,10,10,test_fwd,1601,30,0.0187,110.5648,-58.2713,3316.9443,150.5648,1.6131,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1852.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.0000,300,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,0,M,0,0,test_fwd,1601,30,0.0187,130.8315,-38.2713,3924.9443,150.5648,1.7730,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1875.9792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,0,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,0,M,5,5,test_fwd,1601,30,0.0187,120.9148,-48.2713,3627.4443,150.5648,1.6926,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1867.1042,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,0,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,0,M,10,10,test_fwd,1601,30,0.0187,110.9981,-58.2713,3329.9443,150.5648,1.6155,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1858.2292,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,0,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,0,T,0,0,test_fwd,1601,30,0.0187,130.5648,-38.2713,3916.9443,150.5648,1.7715,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1872.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,0,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,0,T,5,5,test_fwd,1601,30,0.0187,120.5648,-48.2713,3616.9443,150.5648,1.6905,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1862.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,0,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,0,T,10,10,test_fwd,1601,30,0.0187,110.5648,-58.2713,3316.9443,150.5648,1.6131,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1852.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,0,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,60,M,0,0,test_fwd,1601,30,0.0187,130.8315,-38.2713,3924.9443,150.5648,1.7730,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1875.9792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,60,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,60,M,5,5,test_fwd,1601,30,0.0187,120.9148,-48.2713,3627.4443,150.5648,1.6926,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1867.1042,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,60,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,60,M,10,10,test_fwd,1601,30,0.0187,110.9981,-58.2713,3329.9443,150.5648,1.6155,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1858.2292,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,60,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,60,T,0,0,test_fwd,1601,30,0.0187,130.5648,-38.2713,3916.9443,150.5648,1.7715,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1872.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,60,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,60,T,5,5,test_fwd,1601,30,0.0187,120.5648,-48.2713,3616.9443,150.5648,1.6905,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1862.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,60,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,60,T,10,10,test_fwd,1601,30,0.0187,110.5648,-58.2713,3316.9443,150.5648,1.6131,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1852.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,60,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,300,M,0,0,test_fwd,1601,30,0.0187,130.8315,-38.2713,3924.9443,150.5648,1.7730,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1875.9792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,300,M,0,0,test_rev,1100,37,0.0336,-85.9329,-88.1037,-3179.5158,-66.1491,0.5621,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,300,M,5,5,test_fwd,1601,30,0.0187,120.9148,-48.2713,3627.4443,150.5648,1.6926,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1867.1042,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,300,M,5,5,test_rev,1100,37,0.0336,-95.8653,-98.1037,-3547.0158,-66.1491,0.5271,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,300,M,10,10,test_fwd,1601,30,0.0187,110.9981,-58.2713,3329.9443,150.5648,1.6155,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1858.2292,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,300,M,10,10,test_rev,1100,37,0.0336,-105.7977,-108.1037,-3914.5158,-66.1491,0.4949,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,300,T,0,0,test_fwd,1601,30,0.0187,130.5648,-38.2713,3916.9443,150.5648,1.7715,0.0333,0.0000,0.9667,0.0000,-2121.7555,-577.1774,1872.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,300,T,0,0,test_rev,1100,37,0.0336,-86.1491,-88.1037,-3187.5158,-66.1491,0.5610,0.0270,0.0000,0.9730,0.0000,-4319.6967,-553.1477,529.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,300,T,5,5,test_fwd,1601,30,0.0187,120.5648,-48.2713,3616.9443,150.5648,1.6905,0.0333,0.0000,0.9667,0.0000,-2201.7555,-587.1774,1862.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,300,T,5,5,test_rev,1100,37,0.0336,-96.1491,-98.1037,-3557.5158,-66.1491,0.5257,0.0270,0.0000,0.9730,0.0000,-4529.6967,-563.1477,519.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,3,2.5000,300,T,10,10,test_fwd,1601,30,0.0187,110.5648,-58.2713,3316.9443,150.5648,1.6131,0.0333,0.0000,0.9667,0.0000,-2281.7555,-597.1774,1852.3792,4,4,867.3667,546.6000,-312.3260,579.6013
1.5000,3,2.5000,300,T,10,10,test_rev,1100,37,0.0336,-106.1491,-108.1037,-3927.5158,-66.1491,0.4932,0.0270,0.0000,0.9730,0.0000,-4739.6967,-573.1477,509.6043,0,4,972.3514,452.1351,-309.9990,471.5146
1.5000,4,1.5000,0,M,0,0,test_fwd,1601,30,0.0187,95.5175,-38.2713,2865.5252,115.5175,1.5140,0.0000,0.0667,0.9333,0.0000,-2288.5041,-617.2107,1633.9165,4,4,867.3667,554.2000,-312.0749,594.9152
1.5000,4,1.5000,0,M,0,0,test_rev,1100,37,0.0336,-104.4678,-88.1037,-3865.3080,-84.4678,0.4676,0.0000,0.0000,1.0000,0.0000,-4604.1431,-553.1477,454.3031,0,4,972.3514,467.6486,-309.9990,471.5146
1.5000,4,1.5000,0,M,5,5,test_fwd,1601,30,0.0187,85.5175,-48.2713,2565.5252,115.5175,1.4473,0.0000,0.0667,0.9333,0.0000,-2368.5041,-627.2107,1623.9165,4,4,867.3667,554.2000,-312.0749,594.9152
1.5000,4,1.5000,0,M,5,5,test_rev,1100,37,0.0336,-114.4678,-98.1037,-4235.3080,-84.4678,0.4354,0.0000,0.0000,1.0000,0.0000,-4894.1431,-563.1477,444.3031,0,4,972.3514,467.6486,-309.9990,471.5146
1.5000,4,1.5000,0,M,10,10,test_fwd,1601,30,0.0187,75.5175,-58.2713,2265.5252,115.5175,1.3834,0.0000,0.0667,0.9333,0.0000,-2448.5041,-637.2107,1613.9165,3,4,867.3667,554.2000,-312.0749,594.9152
1.5000,4,1.5000,0,M,10,10,test_rev,1100,37,0.0336,-124.4678,-108.1037,-4605.3080,-84.4678,0.4057,0.0000,0.0000,1.0000,0.0000,-5184.1431,-573.1477,434.3031,0,4,972.3514,467.6486,-309.9990,471.5146
1.5000,4,1.5000,0,T,0,0,test_fwd,1601,30,0.0187,95.5175,-38.2713,2865.5252,115.5175,1.5140,0.0000,0.0667,0.9333,0.0000,-2288.5041,-617.2107,1633.9165,4,4,867.3667,554.2000,-312.0749,594.9152
1.5000,4,1.5000,0,T,0,0,test_rev,1100,37,0.0336,-104.4678,-88.1037,-3865.3080,-84.4678,0.4676,0.0000,0.0000,1.0000,0.0000,-4604.1431,-553.1477,454.3031,0,4,972.3514,467.6486,-309.9990,471.5146
1.5000,4,1.5000,0,T,5,5,test_fwd,1601,30,0.0187,85.5175,-48.2713,2565.5252,115.5175,1.4473,0.0000,0.0667,0.9333,0.0000,-2368.5041,-627.2107,1623.9165,4,4,867.3667,554.2000,-312.0749,594.9152
1.5000,4,1.5000,0,T,5,5,test_rev,1100,37,0.0336,-114.4678,-98.1037,-4235.3080,-84.4678,0.4354,0.0000,0.0000,1.0000,0.0000,-4894.1431,-563.1477,444.3031,0,4,972.3514,467.6486,-309.9990,471.5146
1.5000,4,1.5000,0,T,10,10,test_fwd,1601,30,0.0187,75.5175,-58.2713,2265.5252,115.5175,1.3834,0.0000,0.0667,0.9333,0.0000,-2448.5041,-637.2107,1613.9165,3,4,867.3667,554.2000,-312.0749,594.9152
