a,b,c,cancel_delay_s,fee_model,slip_entry_bp,slip_exit_bp,split,n_signals,n_trades,trigger_rate,net_mean_bp,net_median_bp,net_total_bp,gross_mean_bp,pf,hit_rate_tp,pct_sl,pct_time,pct_double,max_dd_bp,p5_net_bp,p95_net_bp,weeks_positive,weeks_total,mean_time_to_entry_min,mean_time_in_trade_min,mean_MAE_bp,mean_MFE_bp
1.2000,4,1.5000,60,M,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,60,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,60,T,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,60,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,60,T,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,60,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,60,T,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,300,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,300,M,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,300,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,300,M,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,300,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,300,M,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,300,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,300,T,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,300,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,300,T,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,1.5000,300,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,1.5000,300,T,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,4,2.0000,0,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,0,M,0,0,test_rev,988,51,0.0516,-16.4855,-34.1924,-840.7613,3.5145,0.8742,0.0000,0.0196,0.9804,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,0,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,0,M,5,5,test_rev,988,51,0.0516,-26.4855,-44.1924,-1350.7613,3.5145,0.8071,0.0000,0.0196,0.9804,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,0,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,0,M,10,10,test_rev,988,51,0.0516,-36.4855,-54.1924,-1860.7613,3.5145,0.7461,0.0000,0.0196,0.9804,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,0,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,0,T,0,0,test_rev,988,51,0.0516,-16.4855,-34.1924,-840.7613,3.5145,0.8742,0.0000,0.0196,0.9804,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,0,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,0,T,5,5,test_rev,988,51,0.0516,-26.4855,-44.1924,-1350.7613,3.5145,0.8071,0.0000,0.0196,0.9804,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,0,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,0,T,10,10,test_rev,988,51,0.0516,-36.4855,-54.1924,-1860.7613,3.5145,0.7461,0.0000,0.0196,0.9804,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,60,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,60,M,0,0,test_rev,988,51,0.0516,-16.4855,-34.1924,-840.7613,3.5145,0.8742,0.0000,0.0196,0.9804,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,60,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,60,M,5,5,test_rev,988,51,0.0516,-26.4855,-44.1924,-1350.7613,3.5145,0.8071,0.0000,0.0196,0.9804,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,60,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,60,M,10,10,test_rev,988,51,0.0516,-36.4855,-54.1924,-1860.7613,3.5145,0.7461,0.0000,0.0196,0.9804,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,60,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,60,T,0,0,test_rev,988,51,0.0516,-16.4855,-34.1924,-840.7613,3.5145,0.8742,0.0000,0.0196,0.9804,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,60,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,60,T,5,5,test_rev,988,51,0.0516,-26.4855,-44.1924,-1350.7613,3.5145,0.8071,0.0000,0.0196,0.9804,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,60,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,60,T,10,10,test_rev,988,51,0.0516,-36.4855,-54.1924,-1860.7613,3.5145,0.7461,0.0000,0.0196,0.9804,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,300,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,300,M,0,0,test_rev,988,51,0.0516,-16.4855,-34.1924,-840.7613,3.5145,0.8742,0.0000,0.0196,0.9804,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,300,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,300,M,5,5,test_rev,988,51,0.0516,-26.4855,-44.1924,-1350.7613,3.5145,0.8071,0.0000,0.0196,0.9804,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,300,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,300,M,10,10,test_rev,988,51,0.0516,-36.4855,-54.1924,-1860.7613,3.5145,0.7461,0.0000,0.0196,0.9804,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,300,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,300,T,0,0,test_rev,988,51,0.0516,-16.4855,-34.1924,-840.7613,3.5145,0.8742,0.0000,0.0196,0.9804,0.0000,-2620.0988,-594.1245,528.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,300,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,300,T,5,5,test_rev,988,51,0.0516,-26.4855,-44.1924,-1350.7613,3.5145,0.8071,0.0000,0.0196,0.9804,0.0000,-2840.0988,-604.1245,518.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.0000,300,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.0000,300,T,10,10,test_rev,988,51,0.0516,-36.4855,-54.1924,-1860.7613,3.5145,0.7461,0.0000,0.0196,0.9804,0.0000,-3065.5397,-614.1245,508.8046,1,4,946.3725,476.9608,-266.9190,453.7967
1.2000,4,2.5000,0,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,0,M,0,0,test_rev,988,51,0.0516,-16.6992,-34.1924,-851.6574,3.3008,0.8727,0.0000,0.0000,1.0000,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,0,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,0,M,5,5,test_rev,988,51,0.0516,-26.6992,-44.1924,-1361.6574,3.3008,0.8058,0.0000,0.0000,1.0000,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,0,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,0,M,10,10,test_rev,988,51,0.0516,-36.6992,-54.1924,-1871.6574,3.3008,0.7450,0.0000,0.0000,1.0000,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,0,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,0,T,0,0,test_rev,988,51,0.0516,-16.6992,-34.1924,-851.6574,3.3008,0.8727,0.0000,0.0000,1.0000,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,0,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,0,T,5,5,test_rev,988,51,0.0516,-26.6992,-44.1924,-1361.6574,3.3008,0.8058,0.0000,0.0000,1.0000,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,0,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,0,T,10,10,test_rev,988,51,0.0516,-36.6992,-54.1924,-1871.6574,3.3008,0.7450,0.0000,0.0000,1.0000,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,60,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,60,M,0,0,test_rev,988,51,0.0516,-16.6992,-34.1924,-851.6574,3.3008,0.8727,0.0000,0.0000,1.0000,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,60,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,60,M,5,5,test_rev,988,51,0.0516,-26.6992,-44.1924,-1361.6574,3.3008,0.8058,0.0000,0.0000,1.0000,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,60,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,60,M,10,10,test_rev,988,51,0.0516,-36.6992,-54.1924,-1871.6574,3.3008,0.7450,0.0000,0.0000,1.0000,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,60,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,60,T,0,0,test_rev,988,51,0.0516,-16.6992,-34.1924,-851.6574,3.3008,0.8727,0.0000,0.0000,1.0000,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,60,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,60,T,5,5,test_rev,988,51,0.0516,-26.6992,-44.1924,-1361.6574,3.3008,0.8058,0.0000,0.0000,1.0000,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,60,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,60,T,10,10,test_rev,988,51,0.0516,-36.6992,-54.1924,-1871.6574,3.3008,0.7450,0.0000,0.0000,1.0000,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,300,M,0,0,test_fwd,1353,50,0.0370,99.3772,-61.9803,4968.8602,119.2172,1.6539,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,300,M,0,0,test_rev,988,51,0.0516,-16.6992,-34.1924,-851.6574,3.3008,0.8727,0.0000,0.0000,1.0000,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,300,M,5,5,test_fwd,1353,50,0.0370,89.4272,-71.9803,4471.3602,119.2172,1.5651,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,300,M,5,5,test_rev,988,51,0.0516,-26.6992,-44.1924,-1361.6574,3.3008,0.8058,0.0000,0.0000,1.0000,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,300,M,10,10,test_fwd,1353,50,0.0370,79.4772,-81.9803,3973.8602,119.2172,1.4827,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,300,M,10,10,test_rev,988,51,0.0516,-36.6992,-54.1924,-1871.6574,3.3008,0.7450,0.0000,0.0000,1.0000,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,300,T,0,0,test_fwd,1353,50,0.0370,99.2172,-61.9803,4960.8602,119.2172,1.6529,0.0200,0.0000,0.9800,0.0000,-2764.5130,-631.8682,1918.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,300,T,0,0,test_rev,988,51,0.0516,-16.6992,-34.1924,-851.6574,3.3008,0.8727,0.0000,0.0000,1.0000,0.0000,-2630.9948,-594.1245,528.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,300,T,5,5,test_fwd,1353,50,0.0370,89.2172,-71.9803,4460.8602,119.2172,1.5637,0.0200,0.0000,0.9800,0.0000,-2914.5130,-641.8682,1908.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,300,T,5,5,test_rev,988,51,0.0516,-26.6992,-44.1924,-1361.6574,3.3008,0.8058,0.0000,0.0000,1.0000,0.0000,-2850.9948,-604.1245,518.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,4,2.5000,300,T,10,10,test_fwd,1353,50,0.0370,79.2172,-81.9803,3960.8602,119.2172,1.4811,0.0200,0.0000,0.9800,0.0000,-3064.5130,-651.8682,1898.7642,4,4,846.1400,575.0600,-292.3008,492.0268
1.2000,4,2.5000,300,T,10,10,test_rev,988,51,0.0516,-36.6992,-54.1924,-1871.6574,3.3008,0.7450,0.0000,0.0000,1.0000,0.0000,-3076.4358,-614.1245,508.8046,1,4,946.3725,493.6275,-269.4180,453.7967
1.2000,5,1.5000,0,M,0,0,test_fwd,1353,50,0.0370,79.7191,-61.9803,3985.9549,99.7191,1.5246,0.0000,0.0000,1.0000,0.0000,-2881.6229,-631.8682,1537.7284,4,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,0,M,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,0,M,5,5,test_fwd,1353,50,0.0370,69.7191,-71.9803,3485.9549,99.7191,1.4405,0.0000,0.0000,1.0000,0.0000,-3111.6229,-641.8682,1527.7284,4,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,0,M,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,0,M,10,10,test_fwd,1353,50,0.0370,59.7191,-81.9803,2985.9549,99.7191,1.3627,0.0000,0.0000,1.0000,0.0000,-3341.6229,-651.8682,1517.7284,3,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,0,M,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,0,T,0,0,test_fwd,1353,50,0.0370,79.7191,-61.9803,3985.9549,99.7191,1.5246,0.0000,0.0000,1.0000,0.0000,-2881.6229,-631.8682,1537.7284,4,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,0,T,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,0,T,5,5,test_fwd,1353,50,0.0370,69.7191,-71.9803,3485.9549,99.7191,1.4405,0.0000,0.0000,1.0000,0.0000,-3111.6229,-641.8682,1527.7284,4,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,0,T,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,0,T,10,10,test_fwd,1353,50,0.0370,59.7191,-81.9803,2985.9549,99.7191,1.3627,0.0000,0.0000,1.0000,0.0000,-3341.6229,-651.8682,1517.7284,3,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,0,T,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,60,M,0,0,test_fwd,1353,50,0.0370,79.7191,-61.9803,3985.9549,99.7191,1.5246,0.0000,0.0000,1.0000,0.0000,-2881.6229,-631.8682,1537.7284,4,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,60,M,0,0,test_rev,988,51,0.0516,-21.6459,-34.1924,-1103.9386,-1.6459,0.8410,0.0000,0.0392,0.9608,0.0000,-2883.2760,-538.8304,528.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,60,M,5,5,test_fwd,1353,50,0.0370,69.7191,-71.9803,3485.9549,99.7191,1.4405,0.0000,0.0000,1.0000,0.0000,-3111.6229,-641.8682,1527.7284,4,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,60,M,5,5,test_rev,988,51,0.0516,-31.6459,-44.1924,-1613.9386,-1.6459,0.7778,0.0000,0.0392,0.9608,0.0000,-3103.2760,-548.8304,518.8046,1,4,946.3725,462.4510,-265.6091,451.6513
1.2000,5,1.5000,60,M,10,10,test_fwd,1353,50,0.0370,59.7191,-81.9803,2985.9549,99.7191,1.3627,0.0000,0.0000,1.0000,0.0000,-3341.6229,-651.8682,1517.7284,3,4,846.1400,589.4400,-292.3008,494.3468
1.2000,5,1.5000,60,M,10,10,test_rev,988,51,0.0516,-41.6459,-54.1924,-2123.9386,-1.6459,0.7202,0.0000,0.0392,0.9608,0.0000,-3328.7170,-558.8304,508.8046,1,4,946.3725,462.4510,-265.6091,451.6513
